-4, +20, -19
+8, -17, -15
+1, -19, +8
+2, -11, +16
+5, -15, +20
-17, -18, -13
-19, -17, +18
-10, +18, +13
-10, +16, +2
-11, +19, +7
-18, -12, +8
-15, -12, -5
-16, +4, +3
-2, -15, +14
+19, -10, -7
+6, -10, -18
-16, -2, +20
-11, +4, +7
-3, +15, +20
+16, -13, -18
-17, +14, +7
+3, -5, +11
+10, -17, -19
+14, +16, -7
+10, +5, -12
-14, +15, -7
-2, -9, -17
+7, +18, +9
+10, -20, -6
+7, -16, +1
-1, -10, -20
+6, -14, +15
+18, -13, -15
-14, -4, -12
-3, +16, +17
-5, +4, +8
-6, -8, -18
-9, -5, -18
-3, +13, +4
-20, -6, -15
+2, -18, +17
-4, +3, -6
-5, -1, -3
-12, +15, -18
+19, +14, -1
+7, -6, -18
-14, -2, +6
+20, +13, -10
+3, +9, -6
+6, -15, -17
-5, +8, +4
+13, -5, -11
+16, -18, +3
+6, +9, -4
-12, -18, +19
+16, +2, +11
+12, +11, -4
-11, +7, +4
-5, +19, -15
-3, +17, +16
+12, +18, -17
-5, +19, -2
-12, +2, +11
+13, -1, +15
-18, +10, -12
+2, -20, -8
-18, +19, -17
-19, +7, +1
+10, +18, +13
+5, -12, -16
-18, -12, -11
-14, -7, -2
-3, +17, -8
-18, -15, -20
-5, -13, -2
+4, +8, -9
+19, +16, -12
-20, -6, +19
+10, +2, -6
+11, +1, -8
-5, -11, +6
+7, -13, -1
+6, +11, +14
+15, -7, -17
+4, +2, +20
+11, -16, +20
+4, +10, -9
+11, +4, -5
-17, -2, -20
+15, -19, +11
-14, +9, +16
-11, +5, -4
+10, -3, +12
+18, -17, -8
-8, -15, -2
+6, -16, -19
+20, +3, +7
-10, -2, +13
-3, -11, -14
+17, +19, +14
+18, -9, -5
-11, -17, -19
+16, -5, +2
-1, -8, -3
+8, +4, -7
+9, +8, -7
+6, -15, -12
-5, -16, -14
-10, -12, +6
+2, -14, +8
+6, -10, +18
-10, -9, -16
+3, +16, +1
+2, +1, -12
+1, -15, -2
-15, -7, +18
-13, +16, +12
-20, -13, +8
-12, -20, -13
-19, -1, +20
-5, +9, -15
+2, +4, -1
+9, -2, -14
-5, +13, -11
+12, +17, -19
-18, -10, -13
-5, +14, +10
-19, -1, -17
+20, +16, -5
+16, +7, +3
-8, -1, -18
-20, +1, +4
-5, +19, +14
-10, -18, -5
-10, +16, -15
-10, +6, -16
-9, -4, -12
+13, +2, -15
-5, +6, +4
-17, +8, +9
+9, +6, +18
+2, -4, -7
-4, -15, -19
-14, -1, -17
+16, -10, -15
-7, -19, +18
-8, +20, -16
-14, +19, -18
+8, -6, +11
